project_id,master_project_en,area_name_en,developer,project_status,project_type_en,percent_completed,no_of_units,no_of_buildings,no_of_villas,no_of_lands,total_assets,project_start_date,project_end_date,start_year,end_year,planned_duration_days,is_ready,is_offplan,is_delivered,is_overdue,is_zombie,months_overdue,progress_band,cohort_median_completion,vs_cohort_pts
748955420,Nad Al Sheba Gardens,Nad Al Shiba First,Shamal Real Estate,Not Started,Standard,0.0,46,1,0,0,47,2025-09-15,2027-09-15,2025.0,2027.0,730.0,False,True,False,False,False,,<30% built,0.0,0.0
571070189,International Media Production Zone,Me'Aisem First,DHAM (Dubai Holding Asset Management),Active,Standard,2.0,969,2,0,0,971,2025-05-01,2028-05-30,2025.0,2028.0,1125.0,False,True,False,False,False,,<30% built,0.0,2.0
105619556,Dubai Hills Estate,Hadaeq Sheikh Mohammed Bin Rashid,Dubai Hills Estate,Finished,Standard,100.0,1056,3,0,0,1059,2017-11-01,2022-05-08,2017.0,2022.0,1649.0,True,False,True,False,False,,>70% built,100.0,0.0
507696551,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,658,1,0,0,659,2023-06-01,2024-10-30,2023.0,2024.0,517.0,True,False,True,False,False,,>70% built,48.0,52.0
53,Business Bay,Business Bay,Dubai Properties,Finished,Standard,100.0,224,1,0,0,225,2007-08-16,2011-03-13,2007.0,2011.0,1305.0,True,False,True,False,False,,>70% built,100.0,0.0
679897153,Mina Rashid,Madinat Dubai Almelaheyah,Mina Rashid Real Estate,Not Started,Standard,0.0,180,1,0,0,181,2025-04-24,2028-12-31,2025.0,2028.0,1347.0,False,True,False,False,False,,<30% built,0.0,0.0
447576608,,Al Hebiah Fifth,Wahat Al Jazeera Real Estate,Active,Standard,54.0,0,0,0,608,608,2023-02-12,2025-12-31,2023.0,2025.0,1053.0,False,True,False,True,False,7.1,30-70% built,48.0,6.0
16513925,International City Phase 1,Al Warsan First,International City,Finished,Standard,100.0,120,1,0,0,121,2014-12-27,2016-08-31,2014.0,2016.0,613.0,True,False,True,False,False,,>70% built,100.0,0.0
220522253,Meydan One Community,Al Merkadh,Meydan Group,Finished,Standard,100.0,234,1,0,0,235,2018-12-12,2023-06-30,2018.0,2023.0,1661.0,True,False,True,False,False,,>70% built,100.0,0.0
258360050,Dubai Creek Harbour,Al Khairan First,Dubai Creek Harbour,Finished,Standard,100.0,173,2,0,0,175,2019-09-24,2023-03-07,2019.0,2023.0,1260.0,True,False,True,False,False,,>70% built,100.0,0.0
641369288,Majan,Wadi Al Safa 3,Liwan,Active,Standard,2.0,313,1,0,0,314,2025-01-01,2026-12-31,2025.0,2026.0,729.0,False,True,False,False,False,,<30% built,0.0,2.0
239669336,International City Phase 1,Al Warsan First,International City,Finished,Standard,100.0,0,0,0,0,0,2017-11-13,2020-02-11,2017.0,2020.0,820.0,True,False,True,False,False,,>70% built,100.0,0.0
803277746,,Wadi Al Safa 5,Dubailand,Not Started,Standard,0.0,407,2,0,0,409,2026-01-15,2030-01-30,2026.0,2030.0,1476.0,False,True,False,False,False,,<30% built,0.0,0.0
14590316,Silicon Oasis,Nadd Hessa,Dubai Integrated Economic Zones,Finished,Standard,100.0,120,1,0,0,121,2013-09-08,2016-10-31,2013.0,2016.0,1149.0,True,False,True,False,False,,>70% built,100.0,0.0
491272320,Dubai Creek Harbour,Al Khairan First,The Lagoons (Phase 1),Active,Standard,50.0,453,1,0,0,454,2023-08-15,2027-09-30,2023.0,2027.0,1507.0,False,True,False,False,False,,30-70% built,48.0,2.0
220522123,Meydan One Community,Al Merkadh,Meydan Group,Finished,Standard,100.0,211,1,0,0,212,2018-12-12,2023-03-30,2018.0,2023.0,1569.0,True,False,True,False,False,,>70% built,100.0,0.0
10590557,DAMAC HILLS,Al Hebiah Third,DAMAC Crescent Properties,Finished,Standard,100.0,0,0,0,136,136,2013-12-01,2019-03-25,2013.0,2019.0,1940.0,True,False,True,False,False,,>70% built,100.0,0.0
418655194,,Al Hebiah Fifth,Wahat Al Jazeera Real Estate,Active,Standard,96.0,0,0,0,366,366,2022-08-23,2025-09-29,2022.0,2025.0,1133.0,False,True,False,True,False,10.2,>70% built,100.0,-4.0
534957507,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Active,Standard,41.0,174,1,0,0,175,2023-12-31,2025-10-30,2023.0,2025.0,669.0,False,True,False,True,False,9.1,30-70% built,48.0,-7.0
336407884,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,161,1,0,0,162,2020-06-15,2022-04-15,2020.0,2022.0,669.0,True,False,True,False,False,,>70% built,100.0,0.0
16066119,Arabian Ranches II - AZALEA,Wadi Al Safa 7,Emaar Properties,Finished,Standard,100.0,0,0,103,109,212,2015-01-29,2019-05-19,2015.0,2019.0,1571.0,True,False,True,False,False,,>70% built,100.0,0.0
549664658,TILAL AL GHAF,Al Hebiah Fourth,Majid Al Futtaim Communities,Active,Standard,7.0,0,0,32,7,39,2024-06-15,,2024.0,,,False,True,False,False,False,,<30% built,8.0,-1.0
770612058,Dubai Land Residence Complex,Wadi Al Safa 5,Dubailand Residences,Pending,Standard,0.0,186,1,0,0,187,2025-08-01,2028-12-31,2025.0,2028.0,1248.0,False,True,False,False,False,,<30% built,0.0,0.0
369745110,Al Furjan,Jabal Ali First,Al Furjan,Finished,Standard,100.0,292,1,0,0,293,2021-06-01,2024-12-06,2021.0,2024.0,1284.0,True,False,True,False,False,,>70% built,100.0,0.0
508812121,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Active,Standard,60.0,98,1,0,0,99,2023-09-06,2025-03-31,2023.0,2025.0,572.0,False,True,False,True,False,16.1,30-70% built,48.0,12.0
803306447,Silicon Oasis,Nadd Hessa,Dubai Integrated Economic Zones,Pending,Standard,0.0,87,1,0,0,88,2025-08-20,2027-10-30,2025.0,2027.0,801.0,False,True,False,False,False,,<30% built,0.0,0.0
510486330,DAMAC Lagoons,Al Hebiah Fifth,Wahat Al Jazeera Real Estate,Active,Standard,37.0,0,0,0,470,470,2023-08-29,,2023.0,,,False,True,False,False,False,,30-70% built,48.0,-11.0
770831186,Dubai South Residential District,Madinat Al Mataar,Dubai Aviation City Corporation,Not Started,Standard,0.0,52,1,0,0,53,2025-04-01,2026-12-31,2025.0,2026.0,639.0,False,True,False,False,False,,<30% built,0.0,0.0
382703298,Dubai Water Canal,Al Wasl,Meydan Group,Finished,Standard,100.0,154,2,0,0,156,2019-10-01,2024-03-31,2019.0,2024.0,1643.0,True,False,True,False,False,,>70% built,100.0,0.0
307649821,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,114,1,0,0,115,2018-01-09,2023-03-31,2018.0,2023.0,1907.0,True,False,True,False,False,,>70% built,100.0,0.0
348255855,Majan,Wadi Al Safa 3,Liwan,Finished,Standard,100.0,96,1,0,0,97,2020-02-22,2022-06-22,2020.0,2022.0,851.0,True,False,True,False,False,,>70% built,100.0,0.0
9783892,Jumeirah Park,Al Thanyah Fifth,Jumeirah Park,Finished,Standard,100.0,0,0,218,227,445,2013-12-01,2016-04-30,2013.0,2016.0,881.0,True,False,True,False,False,,>70% built,100.0,0.0
32823025,,Al Barsha South Fifth,Jumeirah Village,Finished,Standard,100.0,532,1,0,0,533,2016-08-31,2020-03-12,2016.0,2020.0,1289.0,True,False,True,False,False,,>70% built,100.0,0.0
31147422,Meydan Racecourse Community,Nad Al Shiba First,Meydan Group,Finished,Standard,100.0,48,1,0,0,49,2015-09-01,2019-02-04,2015.0,2019.0,1252.0,True,False,True,False,False,,>70% built,100.0,0.0
1462,DownTown Dubai,Burj Khalifa,Emaar Properties,Finished,Standard,100.0,1080,1,0,0,1081,2004-01-01,2012-01-01,2004.0,2012.0,2922.0,True,False,True,False,False,,>70% built,100.0,0.0
1177,Business Bay,Business Bay,Business Bay,Finished,Standard,100.0,286,1,0,0,287,2008-05-26,2017-10-30,2008.0,2017.0,3444.0,True,False,True,False,False,,>70% built,100.0,0.0
28397166,Badra,Hessyan First,Nakheel,Finished,Mixed-use,100.0,448,8,0,148,604,2012-11-11,2014-07-30,2012.0,2014.0,626.0,True,False,True,False,False,,>70% built,100.0,0.0
765118311,Palm Deira,Palm Deira,Nakheel,Not Started,Standard,0.0,112,1,0,0,113,2025-08-01,2027-09-30,2025.0,2027.0,790.0,False,True,False,False,False,,<30% built,0.0,0.0
588821426,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Active,Standard,23.0,102,1,0,0,103,2024-02-20,2025-12-31,2024.0,2025.0,680.0,False,True,False,True,True,7.1,<30% built,8.0,15.0
484056692,Arjan,Al Barshaa South Third,Liwan,Active,Standard,80.0,126,1,0,0,127,2023-02-01,2024-12-31,2023.0,2024.0,699.0,False,True,False,True,False,19.1,>70% built,48.0,32.0
29846448,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,225,1,0,0,226,2016-04-01,2018-12-20,2016.0,2018.0,993.0,True,False,True,False,False,,>70% built,100.0,0.0
252,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,0,0,20,0,20,2009-02-15,2010-12-12,2009.0,2010.0,665.0,True,False,True,False,False,,>70% built,100.0,0.0
563883763,Dubai Studio City,Al Hebiah Second,DHAM (Dubai Holding Asset Management),Active,Standard,19.0,289,2,0,0,291,2023-10-01,2026-12-26,2023.0,2026.0,1182.0,False,True,False,False,False,,<30% built,48.0,-29.0
95736088,Dubai Health Care City Phase 2,Al Jadaf,Dubai Healthcare City,Finished,Standard,100.0,662,1,0,0,663,2017-07-01,2022-07-14,2017.0,2022.0,1839.0,True,False,True,False,False,,>70% built,100.0,0.0
659724790,Dubai World Central,Madinat Al Mataar,Dubai Aviation City Corporation,Active,Standard,16.0,1888,2,0,0,1890,2024-09-16,2027-09-16,2024.0,2027.0,1095.0,False,True,False,False,False,,<30% built,8.0,8.0
513764415,Arjan,Al Barshaa South Third,Liwan,Finished,Standard,100.0,240,1,0,0,241,2023-07-11,2025-03-30,2023.0,2025.0,628.0,True,False,True,False,False,,>70% built,48.0,52.0
87081638,Dubai Sports City,Al Hebiah Fourth,Dubai Sports City,Finished,Standard,100.0,0,0,0,4,4,2023-10-30,,2023.0,,,True,False,True,False,False,,>70% built,48.0,52.0
390365569,Dubai Water Canal,Al Wasl,Meydan Group,Finished,Standard,100.0,106,2,0,0,108,2018-01-01,2024-06-30,2018.0,2024.0,2372.0,True,False,True,False,False,,>70% built,100.0,0.0
275854888,,Wadi Al Safa 5,Emaar Development,Finished,Standard,100.0,0,0,430,64,494,2020-02-18,2023-03-25,2020.0,2023.0,1131.0,True,False,True,False,False,,>70% built,100.0,0.0
797141635,Dubai Maritime City,Madinat Dubai Almelaheyah,Dubai Maritime City,Not Started,Standard,0.0,585,1,0,0,586,2025-07-30,2028-07-29,2025.0,2028.0,1095.0,False,True,False,False,False,,<30% built,0.0,0.0
537711422,Dubai Maritime City,Madinat Dubai Almelaheyah,Dubai Maritime City,Active,Standard,32.0,328,1,0,0,329,2023-10-19,,2023.0,,,False,True,False,False,False,,30-70% built,48.0,-16.0
589384605,Mohammed Bin Rashid AL Maktoum District 11,Wadi Al Safa 3,Meydan Group,Active,Standard,31.0,0,0,37,0,37,2024-05-01,2026-03-31,2024.0,2026.0,699.0,False,True,False,True,False,4.1,30-70% built,8.0,23.0
438419562,Living Legends,Wadi Al Safa 3,Tanmiyat Global Real Estate Development,Finished,Standard,100.0,0,0,30,1,31,2022-05-05,2023-07-05,2022.0,2023.0,426.0,True,False,True,False,False,,>70% built,100.0,0.0
589373470,Dubai Land Residence Complex,Wadi Al Safa 5,Dubailand Residences,Active,Standard,15.0,744,1,0,0,745,2024-04-15,,2024.0,,,False,True,False,False,False,,<30% built,8.0,7.0
698719655,Jumeirah Village Triangle,Al Barsha South Fifth,Jumeirah Village,Active,Standard,4.0,153,1,0,0,154,2025-04-01,2027-03-31,2025.0,2027.0,729.0,False,True,False,False,False,,<30% built,0.0,4.0
383010468,Business Bay,Business Bay,Business Bay,Active,Standard,96.0,462,1,0,0,463,2021-11-01,2024-09-01,2021.0,2024.0,1035.0,False,True,False,True,False,23.1,>70% built,100.0,-4.0
821690179,Al Furjan,Jabal Ali First,Nakheel,Pending,Standard,39.0,0,0,0,0,0,2024-03-14,2025-12-04,2024.0,2025.0,630.0,False,True,False,True,False,8.0,30-70% built,8.0,31.0
34098072,Jumeirah Village Triangle,Al Barsha South Fifth,Jumeirah Village,Finished,Standard,100.0,593,1,0,0,594,2016-02-01,2022-01-31,2016.0,2022.0,2191.0,True,False,True,False,False,,>70% built,100.0,0.0
159,Business Bay,Business Bay,Business Bay,Finished,Standard,100.0,206,1,0,0,207,2007-12-01,2014-11-18,2007.0,2014.0,2544.0,True,False,True,False,False,,>70% built,100.0,0.0
550192289,Dubai World Central,Madinat Al Mataar,Dubai Aviation City Corporation,Active,Standard,38.0,774,2,0,0,776,2023-10-23,,2023.0,,,False,True,False,False,False,,30-70% built,48.0,-10.0
30007997,TOWN SQUARE,Al Yelayiss 2,Nashmi Development,Finished,Standard,100.0,678,4,0,0,682,2016-10-28,2020-02-29,2016.0,2020.0,1219.0,True,False,True,False,False,,>70% built,100.0,0.0
25673322,DownTown Dubai,Burj Khalifa,Emaar Properties,Finished,Standard,100.0,193,1,0,0,194,2015-09-01,2018-06-30,2015.0,2018.0,1033.0,True,False,True,False,False,,>70% built,100.0,0.0
785577291,Dubai Maritime City,Madinat Dubai Almelaheyah,Dubai Maritime City,Not Started,Standard,0.0,354,1,0,0,355,2026-03-30,2028-06-30,2026.0,2028.0,823.0,False,True,False,False,False,,<30% built,0.0,0.0
12920133,Meydan Racecourse Community,Nad Al Shiba First,Meydan City Corporation,Finished,Standard,100.0,872,29,0,28,929,2014-10-05,2017-05-17,2014.0,2017.0,955.0,True,False,True,False,False,,>70% built,100.0,0.0
727321334,Arjan,Al Barshaa South Third,Liwan,Active,Standard,31.0,49,1,0,0,50,2024-09-17,2026-05-02,2024.0,2026.0,592.0,False,True,False,True,False,3.1,30-70% built,8.0,23.0
716888129,Jumeirah Garden City,Al Satwa,Meraas,Finished,Standard,100.0,64,1,0,0,65,2023-07-14,2025-05-30,2023.0,2025.0,686.0,True,False,True,False,False,,>70% built,48.0,52.0
438693896,,Al Barsha South Fifth,Jumeirah Village,Active,Standard,28.0,115,2,0,0,117,2023-03-01,2025-11-20,2023.0,2025.0,995.0,False,True,False,True,True,8.4,<30% built,48.0,-20.0
276430615,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,125,1,0,0,126,2019-01-06,2021-03-10,2019.0,2021.0,794.0,True,False,True,False,False,,>70% built,100.0,0.0
35224125,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,146,1,0,0,147,2016-04-15,2019-08-22,2016.0,2019.0,1224.0,True,False,True,False,False,,>70% built,100.0,0.0
747628365,Dubai Creek Harbour,Al Khairan First,Dubai Creek Harbour,Not Started,Standard,0.0,437,1,0,0,438,2025-08-31,2029-09-30,2025.0,2029.0,1491.0,False,True,False,False,False,,<30% built,0.0,0.0
778212618,Jumeirah Village Circle,Al Barsha South Fourth,Nakheel,Not Started,Standard,0.0,241,1,0,0,242,2025-07-01,2028-03-30,2025.0,2028.0,1003.0,False,True,False,False,False,,<30% built,0.0,0.0
821905039,Mohammed Bin Rashid AL Maktoum District 11,Wadi Al Safa 3,Meydan Group,Pending,Standard,0.0,0,0,0,0,0,2026-02-01,2027-10-31,2026.0,2027.0,637.0,False,True,False,False,False,,<30% built,0.0,0.0
676180289,TOWN SQUARE,Al Yelayiss 2,Nshama,Not Started,Standard,0.0,142,1,0,0,143,2025-05-05,2027-09-30,2025.0,2027.0,878.0,False,True,False,False,False,,<30% built,0.0,0.0
11561444,Business Bay,Business Bay,Business Bay,Finished,Standard,100.0,577,2,0,0,579,2014-02-20,2018-04-30,2014.0,2018.0,1530.0,True,False,True,False,False,,>70% built,100.0,0.0
813538879,Dubai Land Residence Complex,Wadi Al Safa 5,Dubailand Residences,Pending,Standard,31.0,0,0,0,0,0,2025-01-01,2026-12-31,2025.0,2026.0,729.0,False,True,False,False,False,,30-70% built,0.0,31.0
795170983,Jumeirah Village Triangle,Al Barsha South Fifth,Nakheel,Not Started,Standard,0.0,844,1,0,0,845,2025-07-15,2027-07-14,2025.0,2027.0,729.0,False,True,False,False,False,,<30% built,0.0,0.0
576210665,Springs - 4,Al Thanayah Fourth,Emaar Properties,Finished,Standard,100.0,0,0,272,68,340,2001-01-01,2004-12-01,2001.0,2004.0,1430.0,True,False,True,False,False,,>70% built,100.0,0.0
573512871,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Active,Standard,56.0,227,1,0,0,228,2023-12-19,,2023.0,,,False,True,False,False,False,,30-70% built,48.0,8.0
704153945,,Saih Shuaib 2,DHAM (Dubai Holding Asset Management),Active,Standard,1.0,180,1,0,0,181,2025-04-15,2027-05-15,2025.0,2027.0,760.0,False,True,False,False,False,,<30% built,0.0,1.0
284589643,Dubai Creek Harbour,Al Khairan First,Dubai Creek Harbour,Finished,Standard,100.0,269,5,0,0,274,2020-04-10,2023-06-30,2020.0,2023.0,1176.0,True,False,True,False,False,,>70% built,100.0,0.0
286391192,Dubai Creek Harbour,Al Khairan First,Dubai Creek Harbour,Finished,Standard,100.0,211,3,0,0,214,2020-04-01,2023-03-31,2020.0,2023.0,1094.0,True,False,True,False,False,,>70% built,100.0,0.0
705124510,,Al Yelayiss 1,DAMAC Elite Investment,Not Started,Standard,0.0,0,0,0,337,337,2025-04-15,2028-12-31,2025.0,2028.0,1356.0,False,True,False,False,False,,<30% built,0.0,0.0
422384931,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Active,Standard,30.0,722,3,0,0,725,2022-12-01,2025-12-31,2022.0,2025.0,1126.0,False,True,False,True,False,7.1,<30% built,100.0,-70.0
15665986,DAMAC HILLS 2,Madinat Hind 4,Front Line Investment Management,Finished,Standard,100.0,0,0,0,412,412,2015-06-01,2022-04-19,2015.0,2022.0,2514.0,True,False,True,False,False,,>70% built,100.0,0.0
623931579,Dubai Harbour,Marsa Dubai,Dubai Harbour Community,Active,Standard,2.0,159,1,0,0,160,2025-02-07,2028-01-14,2025.0,2028.0,1071.0,False,True,False,False,False,,<30% built,0.0,2.0
176257264,Jumeirah Islands,Al Thanyah Fifth,DMCC (Dubai Multi Commodities Centre),Active,Standard,28.0,2666,1,0,0,2667,2018-07-01,2025-11-24,2018.0,2025.0,2703.0,False,True,False,True,True,8.3,<30% built,100.0,-72.0
406,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,0,0,16,0,16,2009-02-27,2010-11-28,2009.0,2010.0,639.0,True,False,True,False,False,,>70% built,100.0,0.0
33496152,DAMAC HILLS 2,Madinat Hind 4,Front Line Investment Management,Finished,Standard,100.0,0,0,0,603,603,2016-12-15,2022-03-21,2016.0,2022.0,1922.0,True,False,True,False,False,,>70% built,100.0,0.0
962,Jumeirah Village Circle,Al Barsha South Fourth,Nakheel,Finished,Standard,100.0,0,0,17,0,17,2008-10-25,2010-05-31,2008.0,2010.0,583.0,True,False,True,False,False,,>70% built,100.0,0.0
670393661,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Pending,Standard,13.0,0,0,0,0,0,2024-10-01,2026-10-01,2024.0,2026.0,730.0,False,True,False,False,False,,<30% built,8.0,5.0
817279165,Arjan,Al Barshaa South Third,DHAM (Dubai Holding Asset Management),Pending,Standard,0.0,0,0,0,0,0,2025-10-01,2026-10-01,2025.0,2026.0,365.0,False,True,False,False,False,,<30% built,0.0,0.0
511635957,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,0,0,14,0,14,2023-02-07,,2023.0,,,True,False,True,False,False,,>70% built,48.0,52.0
817921790,International City Phase 3,Warsan Fourth,Nakheel,Pending,Standard,0.0,0,0,0,0,0,2025-09-18,2027-04-01,2025.0,2027.0,560.0,False,True,False,False,False,,<30% built,0.0,0.0
538932867,TOWN SQUARE,Al Yelayiss 2,Nshama,Active,Standard,36.0,398,2,0,0,400,2024-02-05,,2024.0,,,False,True,False,False,False,,30-70% built,8.0,28.0
37100759,Arjan,Al Barshaa South Third,Liwan,Finished,Standard,100.0,599,1,0,0,600,2016-11-01,2021-04-05,2016.0,2021.0,1616.0,True,False,True,False,False,,>70% built,100.0,0.0
336091938,Dubai Water Canal,Jumeirah Second,Meydan Group,Finished,Standard,100.0,30,1,0,0,31,2020-10-01,2022-12-08,2020.0,2022.0,798.0,True,False,True,False,False,,>70% built,100.0,0.0
1201,Liwan1,Wadi Al Safa 2,Remraam,Finished,Standard,100.0,82,1,0,0,83,2009-05-01,2014-10-01,2009.0,2014.0,1979.0,True,False,True,False,False,,>70% built,100.0,0.0
594569262,Jaddaf Waterfront,Al Jadaf,Culture Village,Active,Standard,4.0,103,1,0,0,104,2024-03-12,,2024.0,,,False,True,False,False,False,,<30% built,8.0,-4.0
487283558,Business Bay,Business Bay,Business Bay,Active,Standard,18.0,415,1,0,0,416,2023-05-25,2026-12-31,2023.0,2026.0,1316.0,False,True,False,False,False,,<30% built,48.0,-30.0
159967015,Dubai Land Residence Complex,Wadi Al Safa 5,Dubailand Residences,Finished,Standard,100.0,65,1,0,0,66,2018-10-01,2022-12-30,2018.0,2022.0,1551.0,True,False,True,False,False,,>70% built,100.0,0.0
700515409,Wasl Gate,Jabal Ali First,JAG Development,Not Started,Standard,0.0,275,3,0,0,278,2025-05-01,2027-12-01,2025.0,2027.0,944.0,False,True,False,False,False,,<30% built,0.0,0.0
710528682,Dubai World Central,Madinat Al Mataar,Emaar Dubai South DWC,Active,Standard,1.0,0,0,196,48,244,2025-01-30,2029-03-31,2025.0,2029.0,1521.0,False,True,False,False,False,,<30% built,0.0,1.0
674084597,International City Phase 3,Warsan Fourth,International City,Active,Standard,87.0,151,1,0,0,152,2024-03-01,2025-11-01,2024.0,2025.0,610.0,False,True,False,True,False,9.1,>70% built,8.0,79.0
148394168,Meydan One Community,Al Merkadh,Meydan Group,Finished,Standard,100.0,131,1,0,0,132,2017-12-15,2022-09-30,2017.0,2022.0,1750.0,True,False,True,False,False,,>70% built,100.0,0.0
789545673,Palm Deira,Palm Deira,Palm Deira,Pending,Standard,0.0,0,0,0,0,0,2025-07-20,2027-06-20,2025.0,2027.0,700.0,False,True,False,False,False,,<30% built,0.0,0.0
89674840,Dubai World Central,Madinat Al Mataar,Emaar Dubai South DWC,Finished,Standard,100.0,0,0,1,203,204,2017-10-30,2020-05-30,2017.0,2020.0,943.0,True,False,True,False,False,,>70% built,100.0,0.0
11654000,Jumeirah Park,Al Thanyah Fifth,Nakheel,Finished,Standard,100.0,0,0,247,247,494,2013-02-17,2015-09-28,2013.0,2015.0,953.0,True,False,True,False,False,,>70% built,100.0,0.0
684316289,Motor City,Al Hebiah First,Union Properties PJSC,Not Started,Standard,0.0,257,1,0,0,258,2024-12-01,2027-02-09,2024.0,2027.0,800.0,False,True,False,False,False,,<30% built,8.0,-8.0
340830064,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,162,1,0,0,163,2021-01-07,2022-07-06,2021.0,2022.0,545.0,True,False,True,False,False,,>70% built,100.0,0.0
532169873,Palm Deira,Palm Deira,Nakheel,Active,Standard,57.0,51,1,0,0,52,2023-09-15,2025-12-26,2023.0,2025.0,833.0,False,True,False,True,False,7.3,30-70% built,48.0,9.0
733159836,Dubai Creek Harbour,Al Khairan First,Dubai Creek Harbour,Active,Standard,4.0,479,1,0,0,480,2025-06-22,2029-09-30,2025.0,2029.0,1561.0,False,True,False,False,False,,<30% built,0.0,4.0
678166974,Dubai South Residential District,Madinat Al Mataar,Dubai Aviation City Corporation,Not Started,Standard,0.0,162,1,0,0,163,2025-02-28,2026-12-30,2025.0,2026.0,670.0,False,True,False,False,False,,<30% built,0.0,0.0
271,Dubai Marina,Marsa Dubai,Emaar Properties,Finished,Standard,100.0,149,1,0,0,150,2007-01-04,2010-10-21,2007.0,2010.0,1386.0,True,False,True,False,False,,>70% built,100.0,0.0
94327701,Business Bay,Business Bay,Business Bay,Finished,Standard,100.0,449,1,0,0,450,2016-04-16,2021-03-01,2016.0,2021.0,1780.0,True,False,True,False,False,,>70% built,100.0,0.0
645,Silicon Oasis,Nadd Hessa,Dubai Integrated Economic Zones,Finished,Standard,100.0,116,1,0,0,117,2008-02-25,2022-08-31,2008.0,2022.0,5301.0,True,False,True,False,False,,>70% built,100.0,0.0
632,Jumeirah Lakes Towers,Al Thanyah Fifth,DMCC (Dubai Multi Commodities Centre),Finished,Standard,100.0,304,1,0,0,305,2006-08-15,2009-06-17,2006.0,2009.0,1037.0,True,False,True,False,False,,>70% built,100.0,0.0
1249,Silicon Oasis,Nadd Hessa,Dubai Integrated Economic Zones,Finished,Standard,100.0,128,1,0,0,129,2009-10-04,2009-05-21,2009.0,2009.0,,True,False,True,False,False,,>70% built,100.0,0.0
47934609,Dubai World Central,Madinat Al Mataar,Emaar Dubai South DWC,Finished,Standard,100.0,236,41,0,0,277,2017-06-16,2020-04-30,2017.0,2020.0,1049.0,True,False,True,False,False,,>70% built,100.0,0.0
11405210,DownTown Dubai,Burj Khalifa,Emaar Properties,Finished,Standard,100.0,469,1,0,0,470,2013-12-30,2022-02-10,2013.0,2022.0,2964.0,True,False,True,False,False,,>70% built,100.0,0.0
669749965,Dubai Studio City,Al Hebiah Second,DHAM (Dubai Holding Asset Management),Active,Standard,2.0,269,1,0,0,270,2025-03-30,2026-12-31,2025.0,2026.0,641.0,False,True,False,False,False,,<30% built,0.0,2.0
12516908,DownTown Dubai,Burj Khalifa,Emaar Properties,Finished,Standard,100.0,306,1,0,0,307,2015-06-01,2021-12-09,2015.0,2021.0,2383.0,True,False,True,False,False,,>70% built,100.0,0.0
679344539,Palm Deira,Palm Deira,Nakheel,Active,Standard,3.0,73,1,0,0,74,2024-12-31,2027-12-31,2024.0,2027.0,1095.0,False,True,False,False,False,,<30% built,8.0,-5.0
602078513,Business Bay,Business Bay,Business Bay,Active,Standard,36.0,214,1,0,0,215,2023-12-10,,2023.0,,,False,True,False,False,False,,30-70% built,48.0,-12.0
818123439,Mina Rashid,Madinat Dubai Almelaheyah,Mina Rashid Real Estate,Not Started,Standard,0.0,172,1,0,0,173,2026-03-31,2030-06-30,2026.0,2030.0,1552.0,False,True,False,False,False,,<30% built,0.0,0.0
665694360,Arjan,Al Barshaa South Third,Liwan,Active,Standard,14.0,171,1,0,0,172,2024-11-14,2027-12-27,2024.0,2027.0,1138.0,False,True,False,False,False,,<30% built,8.0,6.0
609465632,Nad Al Sheba Gardens,Nad Al Shiba First,Shamal Real Estate,Active,Standard,64.0,68,1,0,0,69,2024-04-25,2025-12-25,2024.0,2025.0,609.0,False,True,False,True,False,7.3,30-70% built,8.0,56.0
722635450,Palm Deira,Palm Deira,Nakheel,Not Started,Standard,0.0,73,1,0,0,74,2025-07-01,2027-11-30,2025.0,2027.0,882.0,False,True,False,False,False,,<30% built,0.0,0.0
346651168,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,132,1,0,0,133,2020-11-01,2022-01-17,2020.0,2022.0,442.0,True,False,True,False,False,,>70% built,100.0,0.0
742346764,Dubai Land Residence Complex,Wadi Al Safa 5,Dubailand Residences,Not Started,Standard,0.0,436,1,0,0,437,2025-05-25,2028-10-30,2025.0,2028.0,1254.0,False,True,False,False,False,,<30% built,0.0,0.0
